1	 0.0225930 
2	 0.0247689 
3	 0.0267640 
4	 0.0284121 
5	 0.0252511 
6	 0.0464619 
7	 0.0287760 
8	 0.0313739 
9	 0.0318060 
10	 0.0315020 
11	 0.0312920 
12	 0.0307270 
13	 0.0314310 
14	 0.0297939 
15	 0.0294660 
16	 0.0329501 
17	 0.0318910 
18	 0.0315370 
19	 0.0315801 
20	 0.0329980 
21	 0.0328090 
22	 0.0339060 
23	 0.0321430 
24	 0.0326170 
25	 0.0331741 
26	 0.0342079 
27	 0.0329480 
28	 0.0325630 
29	 0.0336780 
30	 0.0348639 
31	 0.0330240 
32	 0.0359900 
33	 0.0342651 
34	 0.0354080 
35	 0.0361970 
36	 0.0330720 
37	 0.0347881 
38	 0.0339900 
39	 0.0340060 
40	 0.0350849 
41	 0.0343629 
42	 0.0347660 
43	 0.0358400 
44	 0.0344010 
45	 0.0364131 
46	 0.0380661 
47	 0.0363840 
48	 0.0364940 
49	 0.0357361 
50	 0.0355559 
51	 0.0372549 
52	 0.0369469 
53	 0.0368059 
54	 0.0413069 
55	 0.0353459 
56	 0.0446070 
57	 0.0373370 
58	 0.0378380 
59	 0.0379229 
60	 0.0390339 
61	 0.0392300 
62	 0.0381339 
63	 0.0368031 
64	 0.0384501 
65	 0.0370601 
66	 0.0464069 
67	 0.0375629 
68	 0.0367641 
69	 0.0404799 
70	 0.0410290 
71	 0.0396940 
72	 0.0375110 
73	 0.0406261 
74	 0.0429009 
75	 0.0394850 
76	 0.0972079 
77	 0.0390580 
78	 0.0387311 
79	 0.0403411 
80	 0.0386950 
81	 0.0392109 
82	 0.0400379 
83	 0.0397561 
84	 0.0341711 
85	 0.0396070 
86	 0.0381720 
87	 0.0425740 
88	 0.0406440 
89	 0.0414890 
90	 0.0404181 
91	 0.0402510 
92	 0.0405451 
93	 0.0407309 
94	 0.0378840 
95	 0.0405411 
96	 0.0408720 
97	 0.0398140 
98	 0.0425940 
99	 0.0555719 
100	 0.0413630 
101	 0.0417519 
102	 0.0410330 
103	 0.0475049 
104	 0.0385510 
105	 0.0424960 
106	 0.0419491 
107	 0.0460320 
108	 0.0468499 
109	 0.0441330 
110	 0.0451479 
111	 0.0460381 
112	 0.0431931 
113	 0.0423191 
114	 0.0428701 
115	 0.0439300 
116	 0.0429169 
117	 0.0469109 
118	 0.0446451 
119	 0.0473891 
120	 0.0468750 
121	 0.0456240 
122	 0.0438360 
123	 0.0428291 
124	 0.0400319 
125	 0.0422560 
126	 0.0470199 
127	 0.0473020 
128	 0.0479921 
129	 0.0457190 
130	 0.0420280 
131	 0.0417720 
132	 0.0467931 
133	 0.0493629 
134	 0.0502931 
135	 0.0467500 
136	 0.0412299 
137	 0.0433651 
138	 0.0465680 
139	 0.0492219 
140	 0.0529089 
141	 0.0460811 
142	 0.0447449 
143	 0.0451941 
144	 0.0500599 
145	 0.0496680 
146	 0.0483671 
147	 0.0454540 
148	 0.0498170 
149	 0.0488161 
150	 0.0491461 
151	 0.0464361 
152	 0.0461441 
153	 0.0507781 
154	 0.0493901 
155	 0.0467819 
156	 0.0454881 
157	 0.0508519 
158	 0.0477549 
159	 0.0450350 
160	 0.0497190 
161	 0.0510429 
162	 0.0444880 
163	 0.0473690 
164	 0.0507339 
165	 0.0544850 
166	 0.0458719 
167	 0.0513599 
168	 0.0521851 
169	 0.0498990 
170	 0.0465571 
171	 0.0473710 
172	 0.0504631 
173	 0.0506299 
174	 0.0488379 
175	 0.0482101 
176	 0.0511369 
177	 0.0483720 
178	 0.0523010 
179	 0.0522050 
180	 0.0537390 
181	 0.0529200 
182	 0.0524371 
183	 0.0488321 
184	 0.0506840 
185	 0.0472470 
186	 0.0539510 
187	 0.0529871 
188	 0.0485331 
189	 0.0562501 
190	 0.0537570 
191	 0.0474159 
192	 0.0530421 
193	 0.0508229 
194	 0.0522990 
195	 0.0552271 
196	 0.0508220 
197	 0.0534609 
198	 0.0518809 
199	 0.0546210 
200	 0.0555119 
201	 0.0475230 
202	 0.0583120 
203	 0.0552270 
204	 0.0538259 
205	 0.0525371 
206	 0.0552130 
207	 0.0536660 
208	 0.0512199 
209	 0.0550711 
210	 0.0531290 
211	 0.0564229 
212	 0.0547039 
213	 0.0577231 
214	 0.0518410 
215	 0.0541621 
216	 0.0594709 
217	 0.0547230 
218	 0.0563180 
219	 0.0545090 
220	 0.0556700 
221	 0.0589811 
222	 0.0582261 
223	 0.0550459 
224	 0.0561270 
225	 0.0584210 
226	 0.0549590 
227	 0.0536320 
228	 0.0578989 
229	 0.0569749 
230	 0.0508850 
231	 0.0565181 
232	 0.0567060 
233	 0.0599120 
234	 0.0562630 
235	 0.0570981 
236	 0.0553869 
237	 0.0587609 
238	 0.0570021 
239	 0.0601811 
240	 0.0561261 
241	 0.0559201 
242	 0.0558790 
243	 0.0595149 
244	 0.0575831 
245	 0.0590201 
246	 0.0571569 
247	 0.0559570 
248	 0.0599330 
249	 0.0601779 
250	 0.0571341 
251	 0.0541249 
252	 0.0595061 
253	 0.0585821 
254	 0.0566589 
255	 0.0584761 
256	 0.0587800 
257	 0.0585170 
258	 0.0568750 
259	 0.0603770 
260	 0.0575450 
261	 0.0522661 
262	 0.0595441 
263	 0.0596919 
264	 0.0589591 
265	 0.0606869 
266	 0.0607999 
267	 0.0573281 
268	 0.0572540 
269	 0.0585289 
270	 0.0632651 
271	 0.0616521 
272	 0.0589640 
273	 0.0605210 
274	 0.0621610 
275	 0.0619779 
276	 0.0620429 
277	 0.0609209 
278	 0.1623399 
279	 0.2654120 
280	 0.2048860 
281	 0.1588491 
282	 0.0618770 
283	 0.0601660 
284	 0.0626480 
285	 0.0632651 
286	 0.0638589 
287	 0.0617560 
288	 0.0640229 
289	 0.0625210 
290	 0.0608990 
291	 0.0598700 
292	 0.0623369 
293	 0.0664521 
294	 0.0668660 
295	 0.0607609 
296	 0.0606360 
297	 0.0644741 
298	 0.0592340 
299	 0.0645551 
300	 0.0633021 
301	 0.0647341 
302	 0.0650250 
303	 0.0622079 
304	 0.0623430 
305	 0.0648790 
306	 0.0642601 
307	 0.0624640 
308	 0.0652370 
309	 0.0651071 
310	 0.0668350 
311	 0.0666331 
312	 0.0607090 
313	 0.0689671 
314	 0.0646451 
315	 0.0720580 
316	 0.0771660 
317	 0.0739769 
318	 0.0731650 
319	 0.0715181 
320	 0.0728039 
321	 0.0726260 
322	 0.0739889 
323	 0.0727321 
324	 0.0746751 
325	 0.0651760 
326	 0.0646551 
327	 0.0650319 
328	 0.0665069 
329	 0.0674829 
330	 0.0668000 
331	 0.0665360 
332	 0.0670601 
333	 0.0705570 
334	 0.0672051 
335	 0.0644399 
336	 0.0639070 
337	 0.0630689 
338	 0.0673699 
339	 0.0624561 
340	 0.0652420 
341	 0.0692701 
342	 0.0686959 
343	 0.0668881 
344	 0.0686569 
345	 0.0694481 
346	 0.0730259 
347	 0.0801291 
348	 0.0790319 
349	 0.0768099 
350	 0.0766920 
351	 0.0762761 
352	 0.0784010 
353	 0.0775859 
354	 0.0775101 
355	 0.0802770 
356	 0.0772219 
357	 0.0760640 
358	 0.0676481 
359	 0.0719961 
360	 0.0674351 
361	 0.0726260 
362	 0.0699080 
363	 0.0717861 
364	 0.0716870 
365	 0.0753549 
366	 0.0729860 
367	 0.0725369 
368	 0.0710951 
369	 0.0695881 
370	 0.0745521 
371	 0.0697539 
372	 0.0730611 
373	 0.0640900 
374	 0.0677910 
375	 0.0637869 
376	 0.0706901 
377	 0.0694969 
378	 0.0688620 
379	 0.0758230 
380	 0.0735109 
381	 0.0745981 
382	 0.0744131 
383	 0.0724150 
384	 0.0736660 
385	 0.0747681 
386	 0.0723740 
387	 0.0699809 
388	 0.0688079 
389	 0.0764099 
390	 0.0727310 
391	 0.0752830 
392	 0.0738660 
393	 0.0716151 
394	 0.0719751 
395	 0.0708230 
396	 0.0709271 
397	 0.0739760 
398	 0.0795080 
399	 0.0834430 
400	 0.0838269 
401	 0.0825841 
402	 0.0807190 
403	 0.0836930 
404	 0.0860379 
405	 0.0866311 
406	 0.0834890 
407	 0.0812040 
408	 0.0869619 
409	 0.0750669 
410	 0.0764199 
411	 0.0734019 
412	 0.0751519 
413	 0.0733850 
414	 0.0815051 
415	 0.0782779 
416	 0.0757460 
417	 0.0793070 
418	 0.0793390 
419	 0.0743260 
420	 0.0761350 
421	 0.0767829 
422	 0.0782049 
423	 0.0776860 
424	 0.0738359 
425	 0.0803249 
426	 0.0783410 
427	 0.0779430 
428	 0.0787520 
429	 0.0823551 
430	 0.0804669 
431	 0.0780421 
432	 0.0758590 
433	 0.0886181 
434	 0.0775750 
435	 0.0833090 
436	 0.0841431 
437	 0.0766569 
438	 0.0811810 
439	 0.0854620 
440	 0.0773920 
441	 0.0802391 
442	 0.0780610 
443	 0.0788921 
444	 0.0818300 
445	 0.0832121 
446	 0.0784400 
447	 0.0831860 
448	 0.0819760 
449	 0.0809929 
450	 0.0821769 
451	 0.0816691 
452	 0.0846650 
453	 0.0887249 
454	 0.0857400 
455	 0.0860479 
456	 0.0827701 
457	 0.0904130 
458	 0.0902491 
459	 0.0838200 
460	 0.0863581 
461	 0.0820199 
462	 0.0831150 
463	 0.0866871 
464	 0.0809170 
465	 0.0902800 
466	 0.0858061 
467	 0.0860730 
468	 0.0848499 
469	 0.0866251 
470	 0.0852699 
471	 0.0861591 
472	 0.0889700 
473	 0.0846361 
474	 0.0894131 
475	 0.0890819 
476	 0.0859490 
477	 0.0853121 
478	 0.0881970 
479	 0.0904139 
480	 0.0894829 
481	 0.0835509 
482	 0.0867491 
483	 0.0879141 
484	 0.0889990 
485	 0.0900160 
486	 0.0990240 
487	 0.0862620 
488	 0.0901110 
489	 0.0873859 
490	 0.0848340 
491	 0.0894381 
492	 0.0903429 
493	 0.0893799 
494	 0.0930141 
495	 0.0892989 
496	 0.0894611 
497	 0.0851510 
498	 0.0892290 
499	 0.0879470 
500	 0.0886561 
501	 0.0851151 
502	 0.0889449 
503	 0.1010060 
504	 0.0803759 
505	 0.0878630 
506	 0.0888230 
507	 0.0933701 
508	 0.0916719 
509	 0.0893640 
510	 0.0903110 
511	 0.0890809 
512	 0.0907781 
513	 0.0906329 
514	 0.0906451 
515	 0.0919859 
516	 0.0908529 
517	 0.0892359 
518	 0.0901790 
519	 0.0886241 
520	 0.0943450 
521	 0.0903870 
522	 0.0890370 
523	 0.0893630 
524	 0.0922789 
525	 0.0925991 
526	 0.0869151 
527	 0.0903431 
528	 0.0943611 
529	 0.0943741 
530	 0.0928351 
531	 0.0997529 
532	 0.0954730 
533	 0.0935699 
534	 0.0924531 
535	 0.0941450 
536	 0.0975950 
537	 0.0914550 
538	 0.0922620 
539	 0.0974949 
540	 0.0879269 
541	 0.0839451 
542	 0.0914011 
543	 0.0941741 
544	 1.3835480 
545	 0.0398310 
546	 0.0421691 
547	 0.0370331 
548	 0.0408849 
549	 0.0441160 
550	 0.0406659 
551	 0.0440010 
552	 0.0404131 
553	 0.0426620 
554	 0.0380590 
555	 0.0401611 
556	 0.0439960 
557	 0.0467410 
558	 0.0399499 
559	 0.0475970 
560	 0.0474930 
561	 0.0473551 
562	 0.0422489 
563	 0.0463840 
564	 0.0468650 
565	 0.0449100 
566	 0.0396261 
567	 0.0432931 
568	 0.0418070 
569	 0.0464801 
570	 0.0483941 
571	 0.0496460 
572	 0.0513901 
573	 0.0496670 
574	 0.0484680 
575	 0.0471120 
576	 0.0413051 
577	 0.0430519 
578	 0.0405900 
579	 0.0495761 
580	 0.0477890 
581	 0.0474359 
582	 0.0484901 
583	 0.0473400 
584	 0.0447200 
585	 0.0461839 
586	 0.0476481 
587	 0.0506160 
588	 0.0494110 
589	 0.0498420 
590	 0.0470749 
591	 0.0457930 
592	 0.0455739 
593	 0.0509960 
594	 0.0506171 
595	 0.0535719 
596	 0.0455530 
597	 0.0473619 
598	 0.0525791 
599	 0.0508451 
600	 0.0546279 
601	 0.0505529 
602	 0.0483289 
603	 0.0495091 
604	 0.0545811 
605	 0.0490049 
606	 0.0465489 
607	 0.0425009 
608	 0.1481690 
609	 0.1079169 
610	 0.0478990 
611	 0.0504060 
612	 0.0537960 
613	 0.0518750 
614	 0.0484281 
615	 0.0437880 
616	 0.0564880 
617	 0.0512599 
618	 0.0482351 
619	 0.0546290 
620	 0.0549150 
621	 0.0500770 
622	 0.0550070 
623	 0.0517210 
624	 0.0502970 
625	 0.0514240 
626	 0.0536080 
627	 0.0567309 
628	 0.0510029 
629	 0.0503820 
630	 0.0557121 
631	 0.0512250 
632	 0.0502351 
633	 0.0551090 
634	 0.0513620 
635	 0.0501620 
636	 0.0541859 
637	 0.0611741 
638	 0.0616630 
639	 0.0626970 
640	 0.0567450 
641	 0.0607150 
642	 0.0634900 
643	 0.0576260 
644	 0.0669889 
645	 0.0628251 
646	 0.0515650 
647	 0.0667069 
648	 0.0578501 
